Records ID,Beetle Host,categories,pathogens,country or region,ecological relationship,experimental conditions,,identification method,infection site,organism source,,validation type,source,year,full text,reference
808,Hylurgops palliatus,Fungi,Beauveria brongniarti,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
809,Ips typographus,Fungi,Beauveria brongniarti,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
810,Ips typographus,Protist,Gregarina typographi,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
811,Ips sexdentatus,Protist,Gregarina typographi,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
812,Orthotomicus longicollis,Protist,Gregarina spp.,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
813,Ips amitinus,Protist,Gregarina spp.,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
814,Ips typographus,Microsporidia,Chytridiopsis typographi,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
815,Ips typographus,Virus,ItEPV,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
816,Ips sexdentatus,Fungi,Isaria farinosa,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
817,Ips amitinus,Microsporidia,Chytridiopsis sp.,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
818,Orthotomicus longicollis,Microsporidia,Chytridiopsis sp.,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
819,Dendroctonus armandi,Virus,Entomopoxvirus,,,,,,,,,,"Tang and Sun, 1990",1990,only English abstract,"Tang X. & M. Fan 1990. Study on DNA and polypeptides of a smallpox virus in Dendroctonus armandi Tsai et Li. Microbiology of Insects Beijing 17, 258-61."
820,Hypothenemus hampei,Fungi,Beauveria bassiana,China,,,,,,,,virulence test; testing nine strains,"Tang, 1999",1999,full text,Toxicity of Beauveria bassiana strains against Hypothenemus hampei
821,Dendroctonus micans,Fungi,Lecanicillium muscarium,,pathogen,laboratory,,morphological,cuticular contact,isolated from cadaver,,virulence test,"Tanyeli et al., 2010",2010,full text,"Tanyeli, E., Sevim, A., Demirbag, Z., Eroglu, M., & Demir, I. (2010). Isolation and virulence of entomopathogenic fungi against the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Scolytidae). Biocontrol Science and Technology, 20(7), 695-701."
822,Dendroctonus micans,Fungi,Isaria farinosa,,pathogen,laboratory,,morphological,cuticular contact,isolated from cadaver,,virulence test,"Tanyeli et al., 2010",2010,full text,"Tanyeli, E., Sevim, A., Demirbag, Z., Eroglu, M., & Demir, I. (2010). Isolation and virulence of entomopathogenic fungi against the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Scolytidae). Biocontrol Science and Technology, 20(7), 695-701."
823,Dendroctonus micans,Fungi,Fusarium sp.,,pathogen,laboratory,,morphological,cuticular contact,isolated from cadaver,,virulence test,"Tanyeli et al., 2010",2010,full text,"Tanyeli, E., Sevim, A., Demirbag, Z., Eroglu, M., & Demir, I. (2010). Isolation and virulence of entomopathogenic fungi against the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Scolytidae). Biocontrol Science and Technology, 20(7), 695-701."
824,Dendroctonus micans,Fungi,Beauveria bassiana,,pathogen,laboratory,,morphological,cuticular contact,isolated from cadaver,,virulence test,"Tanyeli et al., 2010",2010,full text,"Tanyeli, E., Sevim, A., Demirbag, Z., Eroglu, M., & Demir, I. (2010). Isolation and virulence of entomopathogenic fungi against the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Scolytidae). Biocontrol Science and Technology, 20(7), 695-701."
825,Dendroctonus micans,Fungi,Beauveria sp.,,pathogen,laboratory,,morphological,cuticular contact,isolated from cadaver,,virulence test,"Tanyeli et al., 2010",2010,full text,"Tanyeli, E., Sevim, A., Demirbag, Z., Eroglu, M., & Demir, I. (2010). Isolation and virulence of entomopathogenic fungi against the great spruce bark beetle, Dendroctonus micans (Kugelann)(Coleoptera: Scolytidae). Biocontrol Science and Technology, 20(7), 695-701."
826,Dendroctonus brevicomis,Nematode,Contortylenchus brevicomi,British Columbia,,,,,hemocoel,,,,"Thong and Webster, 1972",1972,full text,"Thong, C. H., & Webster, J. M. (1972). A Redescription of the bark beetle nematode Contortylenchus brevicomi: Synonym Contortylenchus barberus (Nematoda: Sphaerulariidae). Journal of nematology, 4(3), 213."
827,Dendroctonus pseudotsugae,Nematode,Contortylenchus reversus,Canada,parasite,,,,,evaluation of nematodes from beetles,,,"Thong and Webster, 1975",1975,full text,"Thong, C. H., & Webster, J. M. (1975). Effects of the bark beetle nematode, Contortylenchus reversus, on gallery construction, fecundity, and egg viability of the Douglas fir beetle, Dendroctonus pseudotsugae (Coleoptera: Scolytidae). Journal of Invertebrate Pathology, 26(2), 235-238."
828,Dendroctonus pseudotsugae,Nematode,Bursaphelenchus varicauda n.sp.,British Columbia,parasite,,,,,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
829,Dendroctonus pseudotsugae,Nematode,Ektaphelenchus macrostylus,British Columbia,parasite,,,,,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
830,Dendroctonus pseudotsugae,Nematode,Panagrolaimus dentatus,British Columbia,parasite,,,,,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
831,Dendroctonus pseudotsugae,Nematode,Cryptaphelenchus latus,British Columbia,parasite,,,,,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
832,Dendroctonus pseudotsugae,Nematode,Parasitorhabditis obtusa,British Columbia,,,,,gut,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
833,Dendroctonus pseudotsugae,Nematode,Contortylenchus reversus,British Columbia,,,,,hemocoel,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
834,Dendroctonus rufipennis,Nematode,Parasitorhabditis obtusa,British Columbia,,,,,gut,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
835,Dendroctonus rufipennis,Nematode,Contortylenchus reversus,British Columbia,,,,,hemocoel,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
836,Dendroctonus rufipennis,Nematode,Sphaerulariopsis dendroetoni,British Columbia,,,,,hemocoel,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
837,Dendroctonus brevicomis,Nematode,Contortylenchus brevicomi,British Columbia,,,,,hemocoel,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
838,Trypodendron lineatum,Nematode,tylenchid larva parasitizing,British Columbia,,,,,hemocoel,evaluation of nematodes from beetles,,,"Thong and Webster, 1983",1983,full text,"Thong, C. H., & Webster, J. M. (1983). Nematode parasites and associates of Dendroctonus spp. and Trypodendron lineatum (Coleoptera: Scolytidae), with a description of Bursaphelenchus varicauda n. sp. Journal of Nematology, 15(2), 312."
839,Dendroctonus ponderosae,Nematode,Aphelenchulus reversus,United States,parasite,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
840,Dendroctonus ponderosae,Nematode,Anguillulina pinophila,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
841,Dendroctonus ponderosae,Nematode,Anguillulina magnicauda,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
842,Dendroctonus ponderosae,Nematode,Aphelenchoides brachycephalus,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
843,Dendroctonus ponderosae,Nematode,Aphelenchoides talonus,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
844,Dendroctonus ponderosae,Nematode,Aphelenchoides tenuidens,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
845,Dendroctonus ponderosae,Nematode,Aphelenchoides latus,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
846,Dendroctonus ponderosae,Nematode,Panagrodontus dentatus,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
847,Dendroctonus ponderosae,Nematode,Diplogaster pinicola,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
848,Dendroctonus ponderosae,Nematode,Rhabditis obtusa,United States,,,,,,,,,"Thorne, 1935",1935,,"Thorne, G. (1935). Nemic parasites and associates of the mountain pine beetle (Dendroctonus monticolae) in Utah. J. Agric. Res. 51, 131–144."
849,Xylosandrus germanus,Fungi,Purpureocillium lilacinum,Turkey,,laboratory,,,,culture collection,,pathogenicity test,"Toksöz et al., 2018",2018,full text,"Toksöz, S., Oksal, E., Saruhan, I., & Kepenekci, I. (2018). Pathogenicity of the entomopathogenic fungus, Purpureocillium lilacinum TR1 against ambrosia beetles, Xylosandrus germanus (Blandford) and Xyleborus dispar (Fabricius)(Coleoptera: Curculionidae: Scolytinae). Mun. Ent. Zool, 13(2), 471-481."
850,Xyleborus dispar,Fungi,Purpureocillium lilacinum,Turkey,,laboratory,,,,culture collection,,pathogenicity test,"Toksöz et al., 2018",2018,full text,"Toksöz, S., Oksal, E., Saruhan, I., & Kepenekci, I. (2018). Pathogenicity of the entomopathogenic fungus, Purpureocillium lilacinum TR1 against ambrosia beetles, Xylosandrus germanus (Blandford) and Xyleborus dispar (Fabricius)(Coleoptera: Curculionidae: Scolytinae). Mun. Ent. Zool, 13(2), 471-481."
851,Hylurgopinus rufipes,Nematode,Parasitaphelenchus oldhami,Canada,parasite,,,,,,,,Tomalak et al. 1988,1988,full text,"Tomalak M., H.E. Welch & T.D. Galloway 1988. Interaction of Parasitic Nematode Parasitaphelenchus oldhami (Nematoda: Aphelenchoididae) and a Bacterium in Dutch Elm Disease Vector, Hylurgopinus rufipes (Coleoptera: Scolytidae). Journal of Invertebrate Pathology 52, 301-08."
852,Hylurgopinus rufipes,Bacteria,Rod-like bacteria,Canada,,,,,,unsuccessful culture,,,Tomalak et al. 1988,1988,full text,"Tomalak M., H.E. Welch & T.D. Galloway 1988. Interaction of Parasitic Nematode Parasitaphelenchus oldhami (Nematoda: Aphelenchoididae) and a Bacterium in Dutch Elm Disease Vector, Hylurgopinus rufipes (Coleoptera: Scolytidae). Journal of Invertebrate Pathology 52, 301-08."
853,Ips typographus,Virus,Entomopoxvirus,,,,,,,,,,"Tonka and Weiser, 2009",2009,non full text,"Tonka, T., Weiser, J., & Pultar, O. (2009). Entomopoxvirus in the spruce bark beetle, Ips typograhus and its laboratory management. IUFRO WG, 7(10)."
854,Ips typographus,Virus,ItEPV,,,,,,,isolated from infected beetle,,infection test; virus occlusion bodies were never found in larvae or any other preadult stage during the experiments,Tonka et al. 2007,2007,full text,"Tonka, T., Pultar, O., & Weiser, J. (2007). Survival of the spruce bark beetle, Ips typographus, infected with pathogens or parasites. IOBC WPRS BULLETIN, 30(1), 211-215."
855,Ips typographus,Microsporidia,Chytridiopsis typographi,,,,,,,isolated from infected beetle,,infection test,Tonka et al. 2007,2007,full text,"Tonka, T., Pultar, O., & Weiser, J. (2007). Survival of the spruce bark beetle, Ips typographus, infected with pathogens or parasites. IOBC WPRS BULLETIN, 30(1), 211-215."
856,Ips typographus,Protist,Gregarina typographi,,,,,,,isolated from infected beetle,,infection test,Tonka et al. 2007,2007,full text,"Tonka, T., Pultar, O., & Weiser, J. (2007). Survival of the spruce bark beetle, Ips typographus, infected with pathogens or parasites. IOBC WPRS BULLETIN, 30(1), 211-215."
857,Ips typographus,Nematode,Polymorphotylenchus typographi,,,,,,,isolated from infected beetle,,infection test,Tonka et al. 2007,2007,full text,"Tonka, T., Pultar, O., & Weiser, J. (2007). Survival of the spruce bark beetle, Ips typographus, infected with pathogens or parasites. IOBC WPRS BULLETIN, 30(1), 211-215."
858,Ips typographus,Microsporidia,Chytridiopsis typographi,Czech Republic,,,,,,isolated from beetle,,,"Tonka et al., 2010",2010,full text,"Tonka, T., Weiser Jr, J., & Weiser, J. (2010). Budding: a new stage in the development of Chytridiopsis typographi (Zygomycetes: Microsporidia). Journal of invertebrate pathology, 104(1), 17-22."
